"batch.scrambled","consignment.scrambled","country.export.scrambled","country.harvest.scrambled","tonnage","year.scrambled","numPos"
1829,2414,3,8,7,1,0
1830,492,5,8,15,3,0
1831,1886,2,5,17,4,0
1832,1497,2,6,13,1,0
1833,2347,5,7,12,2,0
1834,2591,5,8,16,3,0
1835,2162,5,7,13,3,0
1836,1273,5,7,8,1,0
1837,1927,5,7,11,3,0
1838,2478,4,6,6,2,0
1839,522,5,7,20,3,0
1840,1598,3,1,14,2,0
1841,1586,5,7,12,4,0
1842,33,5,7,13,3,0
1843,2098,2,5,15,2,0
1844,2668,5,7,16,4,0
1845,531,5,7,8,2,0
1846,2326,5,7,NA,3,0
1847,1840,5,7,18,4,0
1848,754,2,5,10,1,0
1849,150,5,7,18,3,0
1850,475,5,7,8,1,0
1851,2391,4,3,14,3,0
1852,2110,5,7,8,1,0
1853,1442,5,7,14,2,0
1854,2634,4,3,6,4,0
1855,2167,5,7,7,3,0
1856,2080,3,6,11,4,0
1857,706,5,7,8,2,0
1858,996,2,5,10,1,0
1859,571,2,5,10,2,0
1860,480,5,7,6,4,0
1861,137,5,7,18,3,0
1862,298,2,5,18,3,0
1863,865,5,7,18,3,0
1864,505,4,6,NA,2,0
1865,929,4,3,20,1,0
1866,1021,2,5,17,1,0
1867,32,4,3,15,2,0
1868,716,5,7,8,3,0
1869,75,5,7,16,4,0
1870,1786,5,7,6,4,0
1871,1063,3,8,NA,3,0
1872,1553,2,4,7,1,0
1873,1122,5,7,13,3,0
1874,1884,2,5,18,4,0
1875,1383,5,7,2,3,0
1876,557,5,7,15,3,0
1877,260,5,8,NA,1,0
1878,2101,2,4,NA,2,0
1879,1066,5,7,8,2,0
1880,1023,2,2,14,2,0
1881,2445,5,7,15,3,0
1882,1291,3,8,NA,1,0
1883,675,2,5,17,4,0
1884,188,5,7,8,3,0
1885,1587,4,3,6,3,0
1886,478,5,7,6,4,0
1887,2085,2,5,6,4,0
1888,847,3,1,14,2,0
1889,1203,2,1,15,2,0
1890,2566,5,7,16,3,0
1891,2083,5,7,15,3,0
1892,633,2,5,11,3,0
1893,404,2,5,17,2,0
1894,1426,5,8,10,1,0
1895,2087,2,6,18,2,0
1896,2292,5,7,12,3,0
1897,218,5,7,14,3,0
1898,46,4,3,13,1,0
1899,1624,2,5,17,3,0
1900,1150,5,7,18,4,0
1901,1109,3,1,14,2,0
1902,24,5,7,6,2,0
1903,1425,4,3,18,3,0
1904,2597,5,7,16,3,0
1905,1933,5,7,8,2,0
1906,1175,2,5,10,2,0
1907,281,5,7,7,3,0
1908,1841,5,8,5,4,0
1909,2118,5,7,8,2,0
1910,2461,3,8,0,1,0
1911,1819,2,5,15,1,0
1912,1510,5,8,14,1,0
1913,2469,5,7,8,3,0
1914,1832,5,7,16,3,0
1915,2245,5,7,12,3,0
1916,82,5,7,16,4,0
1917,1257,5,7,8,3,0
1918,2256,5,7,15,3,0
1919,2661,4,3,15,1,0
1920,463,5,7,12,4,0
1921,1032,5,8,15,4,0
1922,2564,4,6,5,4,0
1923,2023,2,8,18,1,0
1924,1220,5,7,12,2,0
1925,1050,5,8,15,2,0
1926,2639,4,3,15,2,0
1927,204,2,5,8,4,0
1928,1014,2,5,20,2,0
1929,1658,5,7,8,2,0
1930,2153,2,5,14,2,0
1931,1888,3,6,11,2,0
1932,1001,4,3,20,2,0
1933,1102,1,4,7,1,0
1934,415,5,7,NA,3,0
1935,682,5,7,17,3,0
1936,973,2,5,18,1,0
1937,2491,5,6,15,2,0
1938,1530,2,5,14,2,0
1939,1622,3,1,15,2,0
1940,1666,5,7,9,4,0
1941,1508,3,6,16,1,0
1942,1028,4,6,16,1,0
1943,1941,5,7,8,3,0
1944,63,5,7,7,4,0
1945,922,4,3,19,1,0
1946,2420,2,2,14,2,0
1947,160,5,8,14,2,0
1948,766,5,7,13,3,0
1949,1969,5,7,12,4,0
1950,2268,2,7,5,2,0
1951,1339,5,7,16,3,0
1952,535,5,7,13,4,0
1953,750,5,7,8,2,0
1954,1919,5,7,7,3,0
1955,2536,3,1,14,2,0
1956,189,5,7,18,2,0
1957,2511,3,6,NA,3,0
1958,1338,2,5,19,3,0
1959,432,2,5,6,4,0
1960,40,5,7,18,3,0
1961,2307,4,3,7,3,0
1962,529,4,3,16,3,0
1963,1669,2,5,18,2,0
1964,2199,5,7,9,4,0
1965,761,5,8,5,4,0
1966,662,3,6,11,2,0
1967,2065,4,6,1,1,0
1968,2290,5,7,13,3,0
1969,99,2,5,18,4,0
1970,2275,2,5,17,2,0
1971,1765,2,5,NA,2,0
1972,1907,2,5,17,1,0
1973,941,3,6,17,1,0
1974,418,5,7,15,3,0
1975,818,4,6,10,2,0
1976,2154,2,1,18,1,0
1977,184,2,5,18,1,0
1978,1778,2,5,17,4,0
1979,1660,5,8,14,1,0
1980,2384,3,1,NA,1,0
1981,157,2,5,18,2,0
1982,1607,2,5,12,2,0
1983,1801,5,7,5,4,0
1984,1452,4,3,17,2,0
1985,2614,5,7,16,4,0
1986,2443,2,5,18,4,0
1987,243,1,4,12,2,0
1988,2121,2,5,18,2,0
1989,306,4,3,10,2,0
1990,2234,5,7,8,2,0
1991,1468,5,7,8,2,0
1992,363,4,3,7,3,0
1993,283,2,5,18,1,0
1994,213,2,5,17,4,0
1995,1498,4,3,19,3,0
1996,5,5,7,6,3,0
1997,964,2,6,18,4,0
1998,580,2,5,13,2,1
1999,179,3,1,14,2,0
2000,2462,5,7,13,3,0
2001,162,5,7,8,3,0
2002,1515,5,7,14,3,0
2003,974,3,8,5,1,0
2004,667,4,3,20,2,0
2005,1567,3,6,14,4,0
2006,2091,5,7,18,3,0
2007,138,5,7,18,3,0
2008,869,4,3,12,4,0
2009,1583,4,3,18,1,0
2010,1279,5,7,NA,3,0
2011,2349,5,7,0,4,0
2012,1197,3,1,2,3,0
2013,1478,3,6,11,3,0
2014,1736,4,3,17,2,0
2015,1958,2,5,12,2,0
2016,1796,2,5,NA,1,0
2017,1707,2,5,16,4,0
2018,136,5,7,7,4,0
2019,1569,5,7,8,4,0
2020,1639,5,8,13,4,0
2021,2574,5,7,18,4,0
2022,1579,2,5,12,1,0
2023,2010,5,7,8,4,0
2024,2460,5,7,8,3,0
2025,2547,5,8,9,4,0
2026,1249,5,7,18,2,0
2027,988,5,7,18,1,0
2028,1373,5,7,13,4,0
2029,301,5,7,12,4,0
2030,1877,2,5,14,4,0
2031,2281,5,7,12,2,0
2032,1740,2,5,17,2,0
2033,1620,4,3,17,2,0
2034,2348,5,7,NA,3,0
2035,276,4,3,15,1,0
2036,598,4,3,15,2,0
2037,2027,5,7,7,2,0
2038,2350,4,3,20,1,0
2039,1615,3,1,15,2,0
2040,2526,5,6,NA,2,0
2041,2526,5,6,14,2,0
2042,443,2,2,14,2,0
2043,873,5,7,7,3,0
2044,934,2,5,17,2,0
2045,2212,2,5,14,2,0
2046,1502,5,7,17,3,0
2047,2205,2,5,17,4,0
2048,851,5,7,15,3,0
2049,273,5,7,6,4,0
2050,2513,5,8,2,3,0
2051,2613,5,7,8,3,0
2052,665,5,7,7,4,0
2053,1755,5,7,8,3,0
2054,1924,5,8,13,4,0
2055,1997,2,6,19,2,0
2056,1528,5,8,7,4,0
2057,569,5,8,NA,1,0
2058,1621,5,7,8,2,0
2059,954,5,7,16,3,0
2060,109,5,7,18,3,0
2061,1327,3,1,13,2,0
2062,1843,2,5,17,2,0
2063,760,2,5,18,2,0
2064,552,5,7,18,3,0
2065,2493,4,3,19,2,0
2066,2237,5,7,14,1,0
2067,1791,1,4,7,1,0
2068,1578,2,3,5,4,1
2069,438,3,8,12,1,0
2070,2001,5,7,16,3,0
2071,1239,5,8,14,2,0
2072,1436,2,5,18,1,0
2073,2514,3,8,14,1,0
2074,2622,5,8,18,1,0
2075,1956,5,7,18,3,0
2076,1060,5,7,19,2,0
2077,1518,5,7,15,4,0
2078,1354,2,5,15,2,0
2079,2106,4,3,18,4,0
2080,1764,5,7,13,3,0
2081,264,2,5,17,2,0
2082,2045,2,5,15,4,0
2083,1227,5,7,11,4,0
2084,1500,2,5,15,1,0
2085,1027,4,6,17,1,0
2086,515,3,1,15,2,0
2087,1154,5,7,7,3,0
2088,1166,4,3,15,1,0
2089,1570,5,7,6,4,0
2090,1604,5,7,16,3,0
2091,1911,3,1,7,2,0
2092,271,5,7,NA,3,0
2093,1143,3,6,17,1,0
2094,1815,2,2,14,4,0
2095,688,4,6,11,1,0
2096,2026,5,7,14,3,0
2097,2158,4,3,14,1,0
2098,1976,5,7,17,3,0
2099,2108,2,5,12,1,0
2100,1384,2,2,14,2,0
2101,1826,5,7,16,3,0
2102,1523,2,6,18,4,0
2103,1797,2,5,13,2,0
2104,1479,2,5,15,2,0
2105,1962,2,5,18,2,0
2106,705,5,7,18,3,0
2107,2236,5,7,16,3,0
2108,2665,5,7,18,3,0
2109,1605,3,8,6,1,0
2110,2261,3,6,11,3,0
2111,1321,4,6,11,1,0
2112,1520,3,1,13,1,0
2113,1699,5,7,8,1,0
2114,2093,5,7,18,4,0
2115,1636,4,3,18,4,0
2116,1007,4,3,18,3,0
2117,561,2,5,6,2,0
2118,1100,5,7,8,3,0
2119,2206,2,7,17,2,0
2120,1035,5,7,16,3,0
2121,1548,4,6,9,1,0
2122,652,2,5,18,1,0
2123,2213,2,5,18,2,0
2124,2554,5,7,10,3,0
2125,1860,2,2,14,2,0
2126,2653,5,7,6,4,0
2127,2577,3,1,15,2,0
2128,1836,4,8,NA,4,0
2129,2505,4,3,17,3,1
2130,1405,5,7,15,3,0
2131,2400,2,5,14,2,0
2132,316,4,6,14,1,0
2133,1191,3,6,11,3,0
2134,548,2,5,14,2,0
2135,342,2,5,7,2,0
2136,2253,5,8,17,4,0
2137,1981,2,5,12,2,0
2138,891,5,7,18,3,0
2139,1734,3,1,9,1,0
2140,1899,4,6,11,2,0
2141,532,5,7,2,3,0
2142,2657,2,8,18,4,0
2143,231,5,7,14,3,0
2144,989,4,3,18,2,0
2145,1688,2,5,20,1,0
2146,1441,4,3,20,2,0
2147,2395,5,7,8,3,0
2148,1062,5,7,8,1,0
2149,194,5,8,5,3,0
2150,282,3,6,14,4,0
2151,902,5,7,13,4,0
2152,1724,2,5,7,4,0
2153,1268,5,6,18,2,0
2154,1833,5,7,8,3,0
2155,172,4,3,18,4,0
2156,1648,5,7,8,2,0
2157,1821,5,7,18,3,0
2158,774,5,7,18,3,0
2159,1906,5,7,6,3,0
2160,1838,4,3,18,1,0
2161,1382,4,6,6,3,0
2162,1630,2,6,8,1,0
2163,1292,2,7,17,2,0
2164,846,2,2,14,2,0
2165,990,2,5,13,2,0
2166,2551,5,7,8,3,0
2167,1344,4,3,6,3,0
2168,919,2,5,17,2,0
2169,2642,4,6,19,1,0
2170,2025,5,7,15,3,0
2171,2474,5,7,14,3,0
2172,2309,5,7,8,4,0
2173,770,5,8,15,2,0
2174,1750,2,5,17,2,0
2175,1224,5,7,8,2,0
2176,153,3,1,15,1,5
2177,955,5,7,NA,3,0
2178,2338,5,7,15,3,0
2179,1494,2,5,10,1,0
2180,51,5,7,13,3,0
2181,1242,5,7,6,3,0
2182,2533,5,7,12,3,0
2183,1667,5,7,6,4,0
2184,2553,3,8,6,4,0
2185,354,5,7,6,3,0
2186,1539,5,7,6,3,0
2187,181,5,7,9,4,0
2188,2345,5,7,8,3,0
2189,809,5,7,16,3,0
2190,1566,3,6,17,1,0
2191,1444,4,3,15,2,0
2192,1287,2,5,18,4,0
2193,1979,5,7,8,3,0
2194,1316,5,8,17,3,0
2195,2145,5,7,8,4,0
2196,424,5,7,NA,3,0
2197,395,5,7,8,4,0
2198,2332,5,7,17,3,0
2199,1290,5,7,7,3,0
2200,860,5,7,18,3,0
2201,238,5,6,18,2,0
2202,755,5,6,17,2,0
2203,2422,5,8,14,3,0
2204,1465,2,5,13,4,0
2205,2371,3,6,11,3,0
2206,1672,5,7,18,2,0
2207,2672,5,7,18,3,0
2208,715,5,7,14,3,0
2209,348,5,7,9,3,0
2210,1797,2,5,NA,2,0
2211,2058,5,7,16,4,0
2212,2279,4,6,6,2,0
2213,1173,5,7,16,4,0
2214,2038,4,3,16,3,0
2215,490,2,5,7,4,0
2216,1146,5,7,8,3,0
2217,2048,2,5,14,2,0
2218,825,2,5,20,2,0
2219,1241,2,5,NA,2,0
2220,1795,1,4,11,2,0
2221,2383,4,3,8,4,0
2222,871,5,7,15,3,0
2223,127,4,6,5,1,0
2224,434,1,4,13,3,0
2225,1396,4,3,20,1,0
2226,350,3,8,6,2,0
2227,824,3,1,16,1,3
2228,893,3,1,20,2,0
2229,937,5,7,18,4,0
2230,2255,3,8,10,2,0
2231,2108,2,5,3,1,0
2232,1822,5,7,16,3,0
2233,1086,5,7,18,4,0
2234,1730,2,5,12,2,0
2235,1048,4,3,14,3,0
2236,198,5,6,16,2,0
2237,2572,5,7,8,3,0
2238,976,2,5,19,2,0
2239,2488,2,5,17,4,0
2240,1320,2,5,15,4,0
2241,2315,5,7,15,3,0
2242,2207,5,8,6,2,0
2243,100,2,5,13,2,0
2244,502,2,5,17,4,0
2245,1284,3,6,14,4,0
2246,158,3,8,6,1,0
2247,2321,2,5,12,4,0
2248,1588,4,6,4,1,0
2249,1818,5,7,8,3,0
2250,2320,2,5,14,3,0
2251,1247,4,3,17,4,0
2252,485,5,7,8,4,0
2253,2017,5,7,NA,3,0
2254,1885,5,7,8,1,0
2255,1245,2,5,18,1,0
2256,2521,5,7,5,4,0
2257,731,4,3,17,4,0
2258,2620,5,7,16,3,0
2259,1702,5,7,15,3,0
2260,156,2,5,12,3,0
2261,2583,3,8,6,3,0
2262,1024,5,7,7,2,0
2263,2327,4,3,14,1,0
2264,2296,4,6,14,2,0
2265,1207,5,8,15,1,0
2266,1774,5,7,18,3,0
2267,514,2,1,18,1,0
2268,1184,2,6,6,3,0
2269,1183,5,8,7,1,0
2270,1176,3,8,15,4,0
2271,312,4,6,15,2,0
2272,2630,2,5,15,1,0
2273,2259,5,7,16,3,0
2274,1029,2,5,0,1,0
2275,2524,2,5,18,4,0
2276,376,5,7,17,3,0
2277,1275,4,6,8,4,0
2278,576,5,7,2,3,0
2279,387,2,5,16,4,0
2280,1288,5,7,7,4,0
2281,553,2,5,8,2,0
2282,1945,5,7,8,1,0
2283,1237,2,5,17,4,0
2284,482,5,7,7,3,0
2285,1300,2,5,15,2,0
2286,154,3,6,8,3,0
2287,878,2,5,18,2,0
2288,37,2,5,15,2,0
2289,1343,5,7,14,2,0
2290,1729,2,5,9,1,0
2291,2588,4,3,18,1,0
2292,383,5,7,4,3,0
2293,309,2,5,11,2,0
2294,2680,5,7,13,3,0
2295,1805,4,6,NA,2,0
2296,2024,5,7,12,2,0
2297,813,5,7,18,3,0
2298,2346,5,7,NA,3,0
2299,645,2,5,8,2,0
2300,2190,4,6,13,2,0
2301,729,5,7,8,2,0
2302,2159,5,8,13,4,0
2303,174,4,3,15,1,0
2304,726,2,8,18,1,0
2305,1762,3,1,13,2,0
2306,2660,5,7,8,1,0
2307,780,4,6,17,1,0
2308,1413,4,3,17,2,0
2309,61,3,8,8,3,0
2310,1726,5,7,15,3,0
2311,2648,2,1,15,2,0
2312,2187,4,6,15,4,0
2313,1642,5,8,13,4,0
2314,2388,5,7,7,3,0
2315,2171,4,6,14,2,0
2316,2625,5,7,8,3,0
2317,1455,5,7,18,4,0
2318,2419,5,7,7,3,0
2319,2289,4,6,6,2,0
2320,1959,3,6,11,3,0
2321,2535,2,7,16,3,0
2322,1870,2,5,17,1,0
2323,803,2,2,14,4,0
2324,28,2,5,15,2,0
2325,804,4,3,7,4,0
2326,1172,2,5,20,2,0
2327,494,2,5,11,4,0
2328,1769,4,3,14,1,0
2329,918,5,7,13,4,0
2330,252,2,5,16,4,0
2331,1915,5,7,8,3,0
2332,1105,3,1,4,1,0
2333,1440,4,3,18,3,5
2334,87,4,3,19,1,2
2335,983,4,3,20,1,0
2336,429,2,2,16,4,0
2337,512,5,7,1,4,0
2338,2352,5,7,6,4,0
2339,1408,5,7,7,3,0
2340,1080,4,3,7,2,0
2341,1208,5,7,8,3,0
2342,1718,5,6,16,1,0
2343,2113,1,4,7,1,0
2344,1219,5,8,18,1,0
2345,2575,4,3,14,3,0
2346,1333,4,6,15,4,0
2347,656,5,7,13,4,0
2348,1585,5,7,8,4,0
2349,1894,5,7,6,4,0
2350,651,3,8,6,1,0
2351,877,5,7,NA,3,0
2352,2669,5,7,13,3,0
2353,2580,2,5,18,4,0
2354,1435,5,7,8,2,0
2355,1784,5,7,15,3,3
2356,2022,2,5,15,2,0
2357,963,5,7,9,4,0
2358,1511,2,5,9,1,0
2359,2369,5,7,5,4,0
2360,4,3,1,11,1,3
2361,573,5,7,8,3,0
2362,2200,5,8,14,3,0
2363,2054,5,8,NA,1,0
2364,1195,3,8,6,1,0
2365,65,2,2,14,4,0
2366,1229,2,5,17,4,0
2367,1949,5,7,10,4,0
2368,2216,2,6,18,3,0
2369,370,2,8,15,3,0
2370,2359,5,7,8,3,0
2371,541,3,6,6,4,0
2372,1791,1,4,NA,1,0
2373,1998,5,7,6,3,0
2374,1463,2,5,18,2,0
2375,2414,3,8,6,1,0
2376,1988,2,2,14,4,0
2377,1799,5,7,8,4,0
2378,1853,5,7,15,3,0
2379,1079,5,7,13,4,0
2380,2016,1,4,15,3,0
2381,70,3,8,13,4,0
2382,1698,3,6,14,2,0
2383,883,2,4,8,1,0
2384,1965,3,6,16,3,0
2385,2515,4,3,18,2,0
2386,2242,5,7,13,3,0
2387,1328,5,7,8,4,0
2388,1430,5,7,12,4,0
2389,2151,4,6,13,1,0
2390,1207,5,8,NA,1,0
2391,1008,3,1,16,1,0
2392,1480,5,7,6,3,0
2393,2417,4,3,17,2,0
2394,2086,4,3,16,4,0
2395,1105,3,1,12,1,0
2396,1334,4,3,17,4,0
2397,1026,2,5,8,2,0
2398,832,5,7,16,3,0
2399,1098,5,7,18,3,0
2400,1067,5,7,16,4,0
2401,1948,2,5,13,4,0
2402,16,5,7,15,3,0
2403,2230,5,7,13,4,0
2404,2166,5,7,15,3,0
2405,1469,5,7,16,3,0
2406,2394,5,7,18,3,0
2407,536,1,4,15,2,0
2408,261,3,1,16,2,0
2409,740,5,7,13,3,0
2410,612,2,5,NA,1,0
2411,940,4,6,14,2,0
2412,2009,5,7,6,4,0
2413,2032,5,7,16,3,0
2414,1187,3,6,14,3,0
2415,1720,5,7,8,3,0
2416,947,4,3,17,3,0
2417,222,5,7,12,4,0
2418,767,5,7,18,3,0
2419,476,5,7,11,2,0
2420,225,3,8,10,4,0
2421,98,5,7,13,1,0
2422,1856,5,7,15,3,0
2423,857,5,7,8,3,0
2424,613,2,2,14,2,0
2425,2120,2,5,13,2,0
2426,2538,2,5,3,1,0
2427,236,5,7,18,3,0
2428,1777,2,5,9,2,0
2429,1168,5,7,13,4,0
2430,900,4,3,17,2,0
2431,1951,2,5,15,4,0
2432,1283,2,5,18,1,0
2433,982,2,5,18,1,0
2434,1492,5,7,8,2,0
2435,2126,4,6,14,1,0
2436,1869,2,5,17,2,0
2437,2494,3,1,15,2,0
2438,1955,5,7,15,3,0
2439,1780,2,5,15,3,0
2440,1719,4,6,6,2,0
2441,1738,4,3,20,1,0
2442,1901,4,6,1,2,0
2443,1310,2,5,15,2,0
2444,631,2,5,18,1,0
2445,843,5,7,11,3,0
2446,2384,3,1,16,1,6
2447,578,4,6,15,2,0
2448,18,1,4,NA,1,0
2449,874,2,6,15,4,0
2450,330,3,6,11,2,0
2451,1536,2,5,15,1,0
2452,444,5,6,15,1,0
2453,1871,5,7,18,4,0
2454,1849,5,7,8,4,0
2455,467,5,7,8,3,0
2456,889,1,4,4,1,0
2457,1701,5,7,12,3,0
2458,110,5,7,13,3,0
2459,1350,4,3,20,1,0
2460,1296,4,3,17,4,0
2461,987,3,1,13,1,0
2462,1016,5,8,8,4,0
2463,938,2,5,15,2,0
2464,212,3,8,1,2,0
2465,2584,4,6,17,1,0
2466,1564,5,7,9,3,0
2467,1295,5,7,9,3,0
2468,806,2,5,18,1,0
2469,528,2,5,17,4,0
2470,2629,2,5,18,2,0
2471,976,2,5,19,2,0
2472,203,4,3,17,3,0
2473,135,5,7,13,4,0
2474,17,2,3,6,2,0
2475,1181,2,5,16,3,0
2476,116,3,1,17,4,0
2477,604,1,4,7,1,0
2478,2029,5,7,8,3,0
2479,1507,5,7,7,3,0
2480,858,5,7,6,3,0
2481,1947,4,6,16,2,0
2482,336,5,7,NA,3,0
2483,2586,4,3,17,2,0
2484,2519,3,6,13,3,0
2485,1661,2,5,10,2,0
2486,602,5,7,9,2,0
2487,2272,5,7,15,3,0
2488,314,1,4,NA,1,0
2489,84,5,7,18,4,0
2490,635,3,6,16,1,0
2491,1558,5,7,15,3,0
2492,1932,2,5,NA,2,0
2493,1065,3,8,6,4,0
2494,1685,3,1,NA,3,0
2495,2633,3,1,15,2,0
2496,2647,4,6,14,1,0
2497,1106,5,7,16,3,0
2498,1657,2,5,17,4,0
2499,250,5,7,13,3,0
2500,496,4,3,17,4,0
2501,700,5,7,13,3,0
2502,2161,5,7,8,3,0
2503,1461,4,3,17,3,0
2504,2050,5,7,18,3,0
2505,2433,5,7,8,3,0
2506,619,5,7,8,2,0
2507,2542,5,7,3,3,0
2508,647,3,1,9,2,0
2509,234,3,1,16,4,0
2510,1990,5,7,9,3,0
2511,321,2,2,14,4,0
2512,783,5,7,18,3,0
2513,2097,5,7,13,3,0
2514,1386,1,4,NA,1,0
2515,1370,5,7,7,3,0
2516,1225,1,4,7,1,0
2517,105,5,7,15,3,0
2518,227,3,1,17,2,0
2519,795,3,6,13,2,0
2520,2432,3,6,16,3,0
2521,2673,2,5,18,1,0
2522,724,1,4,7,1,0
2523,1254,3,6,14,2,0
2524,885,2,5,14,2,0
2525,689,2,5,14,4,0
2526,950,5,7,16,3,0
2527,13,5,7,13,3,0
2528,334,5,7,9,3,0
2529,36,2,6,0,1,0
2530,2343,3,1,0,3,0
2531,2293,5,7,12,4,0
2532,332,5,7,13,3,0
2533,2496,2,6,18,3,0
2534,2635,4,6,16,1,0
2535,206,3,1,13,2,0
2536,2511,3,6,13,3,0
2537,1655,5,7,18,3,0
2538,698,5,7,15,3,0
2539,1458,2,5,9,4,0
2540,2295,5,7,16,3,0
2541,1380,3,1,14,2,0
2542,529,4,3,16,3,0
2543,1936,3,1,8,2,0
2544,881,2,6,18,4,0
2545,2659,2,5,15,1,0
2546,371,2,5,16,2,0
2547,2308,5,7,13,4,0
2548,1803,5,7,16,4,0
2549,403,5,7,8,3,0
2550,2479,2,5,17,2,0
2551,819,3,1,14,2,0
2552,2,5,7,8,3,0
2553,1687,2,2,14,2,0
2554,2480,1,4,11,2,0
2555,614,5,7,15,3,0
2556,1727,3,8,11,3,0
2557,650,5,7,13,4,0
2558,2033,2,5,15,2,0
2559,1986,5,7,7,3,0
2560,617,4,3,18,3,0
2561,1632,2,6,18,4,0
2562,357,4,6,6,1,0
2563,986,4,3,18,3,0
2564,89,5,8,7,3,0
2565,2181,5,8,15,1,0
2566,2011,4,6,17,1,0
2567,1637,2,5,18,1,0
2568,1402,5,7,16,3,0
2569,2568,4,3,20,1,0
2570,851,5,7,NA,3,0
2571,2117,4,3,13,3,0
2572,1119,3,1,11,1,0
2573,2537,5,7,20,4,0
2574,2071,2,5,17,4,0
2575,31,4,3,5,3,0
2576,784,5,8,5,4,0
2577,2486,2,5,17,1,0
2578,1180,2,5,20,2,0
2579,118,2,5,11,2,0
2580,949,5,7,5,4,0
2581,1896,5,7,7,2,0
2582,2197,3,8,14,1,0
2583,79,2,5,17,2,0
2584,1842,5,7,8,1,0
2585,121,4,3,14,4,0
2586,1575,5,7,14,3,0
2587,483,5,6,17,1,0
2588,1704,5,7,6,3,0
2589,1289,5,7,20,2,0
2590,2235,5,7,18,3,0
2591,2284,5,6,14,2,0
2592,2241,5,7,17,3,0
2593,223,2,5,18,2,0
2594,2262,3,1,14,2,0
2595,1053,5,7,18,4,0
2596,798,4,6,4,1,0
2597,1721,2,5,18,2,0
2598,77,2,4,13,2,0
2599,1171,5,7,18,3,0
2600,190,4,6,6,2,0
2601,592,2,6,14,4,0
2602,1209,5,7,8,3,0
2603,471,5,7,8,3,0
2604,1659,5,7,16,3,0
2605,721,5,7,6,4,0
2606,1056,3,8,3,1,0
2607,1834,2,5,15,3,0
2608,1596,4,3,9,1,0
2609,2558,3,1,7,1,1
2610,319,5,7,8,4,1
2611,1717,2,1,15,1,0
2612,678,2,5,13,2,0
2613,173,5,7,11,2,0
2614,2644,3,6,17,1,0
2615,364,5,7,8,3,0
2616,2061,2,5,14,2,0
2617,1445,5,7,14,3,0
2618,2184,2,5,15,2,0
2619,123,5,7,18,4,0
2620,1190,2,5,7,2,0
2621,2543,5,7,0,1,0
2622,910,3,8,6,1,0
2623,566,5,8,6,4,0
2624,1781,4,3,16,1,3
2625,1417,5,7,8,4,0
2626,2412,5,7,7,4,0
2627,764,2,5,17,2,0
2628,1419,2,5,16,2,0
2629,177,2,5,17,2,0
2630,460,5,7,18,3,0
2631,993,5,7,0,4,0
2632,1910,3,1,7,2,0
2633,1577,5,7,15,4,0
2634,1706,5,7,8,4,0
2635,2225,5,7,13,3,0
2636,854,5,7,10,4,0
2637,489,5,7,8,4,0
2638,890,4,3,10,1,0
2639,447,5,7,8,3,0
2640,197,4,3,16,3,0
2641,30,2,5,17,1,0
2642,2294,5,7,7,3,0
2643,1582,5,7,8,3,0
2644,2425,5,6,2,1,0
2645,782,5,7,18,4,0
2646,1432,4,6,11,2,0
2647,2374,2,5,18,1,0
2648,2563,5,7,14,2,0
2649,595,3,6,11,3,0
2650,2522,2,5,17,3,0
2651,722,5,7,8,3,0
2652,597,4,3,15,2,0
2653,2232,2,5,17,3,0
2654,1855,2,2,14,2,0
2655,1491,5,7,12,4,0
2656,2518,4,3,17,4,0
2657,1691,5,7,15,3,0
2658,1675,4,6,5,2,0
2659,119,4,3,17,4,0
2660,2628,5,7,8,4,0
2661,2115,2,5,6,2,0
2662,125,2,8,18,1,0
2663,1160,3,8,6,1,0
2664,422,5,7,5,4,0
2665,1138,3,1,12,4,0
2666,149,2,5,16,3,0
2667,38,4,3,16,2,0
2668,2168,2,5,18,1,0
2669,187,5,7,8,2,0
2670,161,4,3,14,4,0
2671,751,5,7,15,3,0
2672,2191,5,7,8,3,0
2673,2051,3,6,17,1,0
2674,358,5,7,10,3,0
2675,1996,2,5,18,2,0
2676,958,3,1,15,4,0
2677,1459,3,1,16,2,0
2678,1664,5,7,8,1,0
2679,1649,5,7,20,4,0
2680,1114,4,3,10,4,0
2681,2389,5,7,18,4,0
2682,1828,5,6,7,2,0
2683,2377,4,3,7,2,0
2684,54,5,7,18,3,0
2685,2370,3,6,11,2,0
2686,1088,4,6,6,2,0
2687,1549,2,8,15,4,0
2688,1356,3,1,4,1,0
2689,2301,5,7,8,2,0
2690,1916,5,7,18,3,0
2691,1793,5,7,13,3,0
2692,410,2,5,17,2,0
2693,2220,2,2,14,4,0
2694,318,4,3,16,2,0
2695,1617,5,7,13,4,0
2696,1882,5,8,3,4,0
2697,762,2,5,8,1,0
2698,2651,2,5,18,1,0
2699,2646,2,5,5,1,0
2700,112,4,3,17,2,0
2701,984,4,6,15,1,0
2702,1850,3,1,16,1,0
2703,2677,4,3,17,3,0
2704,2136,3,1,4,3,0
2705,2298,2,5,18,2,0
2706,814,5,7,8,3,0
2707,1267,5,7,10,4,0
2708,1471,4,6,8,1,0
2709,167,5,7,18,3,0
2710,390,2,5,18,3,0
2711,1873,3,1,15,2,0
2712,2549,5,6,16,1,0
2713,576,5,7,3,3,0
2714,1696,5,7,16,2,0
2715,93,2,5,15,1,0
2716,970,2,5,15,2,0
2717,810,3,6,17,1,0
